name	description	sourcemtoverride	samplemtoverride	host_age	role	host_life_stage	body_habitat	body_product	body_site	sample_type	collection_timestamp	colony_tetracycline	country	depth	elevation	env_biome	env_feature	env_matter	host_common_name	host_subject_id	larval_tetracycline	latitude	longitude	sex
ERS1268101	Sample 1064.H.CV209 : Complete Head			1 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/11/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV209	FALSE	18.22	-65.99	female
ERS1268102	Sample 1064.H.CV210 : Complete Head			1 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/11/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV210	FALSE	18.22	-65.99	female
ERS1268103	Sample 1064.H.CV211 : Complete Head			1 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/11/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV211	FALSE	18.22	-65.99	female
ERS1268104	Sample 1064.H.CV212 : Complete Head			1 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/11/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV212	FALSE	18.22	-65.99	female
ERS1268105	Sample 1064.H.CV213 : Complete Head			1 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/11/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV213	FALSE	18.22	-65.99	female
ERS1268106	Sample 1064.H.CV214 : Complete Head			1 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/11/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV214	FALSE	18.22	-65.99	female
ERS1268107	Sample 1064.H.CV233 : Complete Head			7 days	nurse		UBERON:multi-cellular organism		UBERON:head	Head	7/11/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV233	FALSE	18.22	-65.99	female
ERS1268108	Sample 1064.H.CV234 : Complete Head			7 days	nurse		UBERON:multi-cellular organism		UBERON:head	Head	7/11/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV234	FALSE	18.22	-65.99	female
ERS1268109	Sample 1064.H.CV235 : Complete Head			7 days	nurse		UBERON:multi-cellular organism		UBERON:head	Head	7/11/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV235	FALSE	18.22	-65.99	female
ERS1268110	Sample 1064.H.CV236 : Complete Head			7 days	nurse		UBERON:multi-cellular organism		UBERON:head	Head	7/11/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV236	FALSE	18.22	-65.99	female
ERS1268111	Sample 1064.H.CV237 : Complete Head			7 days	nurse		UBERON:multi-cellular organism		UBERON:head	Head	7/11/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV237	FALSE	18.22	-65.99	female
ERS1268112	Sample 1064.H.CV238 : Complete Head			7 days	nurse		UBERON:multi-cellular organism		UBERON:head	Head	7/11/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV238	FALSE	18.22	-65.99	female
ERS1268113	Sample 1064.H.CV239 : Complete Head			1 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	12/18/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV239	FALSE	18.22	-65.99	female
ERS1268114	Sample 1064.H.CV240 : Complete Head			1 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	12/18/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV240	FALSE	18.22	-65.99	female
ERS1268115	Sample 1064.H.CV241 : Complete Head			1 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	6/13/08	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV241	FALSE	18.22	-65.99	female
ERS1268116	Sample 1064.H.CV242 : Complete Head			1 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	6/13/08	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV242	FALSE	18.22	-65.99	female
ERS1268117	Sample 1064.H.CV243 : Complete Head			1 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	6/13/08	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV243	FALSE	18.22	-65.99	female
ERS1268118	Sample 1064.H.CV244 : Complete Head			1 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	6/13/08	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV244	FALSE	18.22	-65.99	female
ERS1268119	Sample 1064.H.CV25 : Complete Head			7 days	nurse		UBERON:multi-cellular organism		UBERON:head	Head	1/1/50	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV25	FALSE	18.22	-65.99	female
ERS1268120	Sample 1064.H.CV26 : Complete Head			7 days	nurse		UBERON:multi-cellular organism		UBERON:head	Head	1/1/50	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV26	FALSE	18.22	-65.99	female
ERS1268121	Sample 1064.H.CV263 : Complete Head			13 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/11/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV263	FALSE	18.22	-65.99	female
ERS1268122	Sample 1064.H.CV264 : Complete Head			13 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/11/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV264	FALSE	18.22	-65.99	female
ERS1268123	Sample 1064.H.CV265 : Complete Head			13 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/11/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV265	FALSE	18.22	-65.99	female
ERS1268124	Sample 1064.H.CV266 : Complete Head			13 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/11/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV266	FALSE	18.22	-65.99	female
ERS1268125	Sample 1064.H.CV267 : Complete Head			13 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/11/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV267	FALSE	18.22	-65.99	female
ERS1268126	Sample 1064.H.CV268 : Complete Head			13 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/11/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV268	TRUE	18.22	-65.99	female
ERS1268127	Sample 1064.H.CV27 : Complete Head			7 days	nurse		UBERON:multi-cellular organism		UBERON:head	Head	1/1/50	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV27	FALSE	18.22	-65.99	female
ERS1268128	Sample 1064.H.CV281 : Complete Head			8 days	nurse		UBERON:multi-cellular organism		UBERON:head	Head	6/13/08	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV281	FALSE	18.22	-65.99	female
ERS1268129	Sample 1064.H.CV282 : Complete Head			8 days	nurse		UBERON:multi-cellular organism		UBERON:head	Head	6/13/08	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV282	FALSE	18.22	-65.99	female
ERS1268130	Sample 1064.H.CV283 : Complete Head			8 days	nurse		UBERON:multi-cellular organism		UBERON:head	Head	6/13/08	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV283	FALSE	18.22	-65.99	female
ERS1268131	Sample 1064.H.CV284 : Complete Head			8 days	nurse		UBERON:multi-cellular organism		UBERON:head	Head	6/13/08	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV284	FALSE	18.22	-65.99	female
ERS1268132	Sample 1064.H.CV285 : Complete Head			8 days	nurse		UBERON:multi-cellular organism		UBERON:head	Head	6/13/08	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV285	FALSE	18.22	-65.99	female
ERS1268133	Sample 1064.H.CV286 : Complete Head			8 days	nurse		UBERON:multi-cellular organism		UBERON:head	Head	6/13/08	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV286	FALSE	18.22	-65.99	female
ERS1268134	Sample 1064.H.CV287 : Complete Head			9 days	nurse		UBERON:multi-cellular organism		UBERON:head	Head	7/16/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV287	FALSE	18.22	-65.99	female
ERS1268135	Sample 1064.H.CV288 : Complete Head			9 days	nurse		UBERON:multi-cellular organism		UBERON:head	Head	7/16/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV288	FALSE	18.22	-65.99	female
ERS1268136	Sample 1064.H.CV289 : Complete Head			9 days	nurse		UBERON:multi-cellular organism		UBERON:head	Head	7/16/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV289	FALSE	18.22	-65.99	female
ERS1268137	Sample 1064.H.CV290 : Complete Head			9 days	nurse		UBERON:multi-cellular organism		UBERON:head	Head	7/16/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV290	FALSE	18.22	-65.99	female
ERS1268138	Sample 1064.H.CV291 : Complete Head			9 days	nurse		UBERON:multi-cellular organism		UBERON:head	Head	7/16/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV291	FALSE	18.22	-65.99	female
ERS1268139	Sample 1064.H.CV292 : Complete Head			9 days	nurse		UBERON:multi-cellular organism		UBERON:head	Head	7/16/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV292	FALSE	18.22	-65.99	female
ERS1268140	Sample 1064.H.CV293 : Complete Head			13 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	6/13/08	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV293	FALSE	18.22	-65.99	female
ERS1268141	Sample 1064.H.CV294 : Complete Head			13 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	6/13/08	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV294	FALSE	18.22	-65.99	female
ERS1268142	Sample 1064.H.CV295 : Complete Head			13 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	10/25/08	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV295	FALSE	18.22	-65.99	female
ERS1268143	Sample 1064.H.CV296 : Complete Head			13 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	10/23/08	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV296	FALSE	18.22	-65.99	female
ERS1268144	Sample 1064.H.CV297 : Complete Head			13 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	10/23/08	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV297	FALSE	18.22	-65.99	female
ERS1268145	Sample 1064.H.CV298 : Complete Head			13 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	10/25/08	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV298	FALSE	18.22	-65.99	female
ERS1268146	Sample 1064.H.CV299 : Complete Head			12 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/16/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV299	FALSE	18.22	-65.99	female
ERS1268147	Sample 1064.H.CV300 : Complete Head			12 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/16/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV300	FALSE	18.22	-65.99	female
ERS1268148	Sample 1064.H.CV301 : Complete Head			12 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/16/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV301	FALSE	18.22	-65.99	female
ERS1268149	Sample 1064.H.CV302 : Complete Head			12 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/11/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV302	FALSE	18.22	-65.99	female
ERS1268150	Sample 1064.H.CV303 : Complete Head			12 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/11/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV303	FALSE	18.22	-65.99	female
ERS1268151	Sample 1064.H.CV304 : Complete Head			12 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/11/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV304	FALSE	18.22	-65.99	female
ERS1268152	Sample 1064.H.CV305 : Complete Head			1 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/12/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV305	FALSE	18.22	-65.99	female
ERS1268153	Sample 1064.H.CV306 : Complete Head			1 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/12/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV306	FALSE	18.22	-65.99	female
ERS1268154	Sample 1064.H.CV307 : Complete Head			1 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/12/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV307	FALSE	18.22	-65.99	female
ERS1268155	Sample 1064.H.CV308 : Complete Head			1 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/12/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV308	FALSE	18.22	-65.99	female
ERS1268156	Sample 1064.H.CV309 : Complete Head			1 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/12/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV309	FALSE	18.22	-65.99	female
ERS1268157	Sample 1064.H.CV310 : Complete Head			1 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/12/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV310	FALSE	18.22	-65.99	female
ERS1268158	Sample 1064.H.CV311 : Complete Head			22 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	1/1/50	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV311	TRUE	18.22	-65.99	female
ERS1268159	Sample 1064.H.CV312 : Complete Head			22 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	1/1/50	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV312	TRUE	18.22	-65.99	female
ERS1268160	Sample 1064.H.CV313 : Complete Head			22 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	1/1/50	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV313	TRUE	18.22	-65.99	female
ERS1268161	Sample 1064.H.CV314 : Complete Head			22 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	1/1/50	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV314	TRUE	18.22	-65.99	female
ERS1268162	Sample 1064.H.CV315 : Complete Head			22 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	1/1/50	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV315	TRUE	18.22	-65.99	female
ERS1268163	Sample 1064.H.CV316 : Complete Head			22 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	1/1/50	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV316	TRUE	18.22	-65.99	female
ERS1268164	Sample 1064.H.CV317 : Complete Head				queen		UBERON:multi-cellular organism		UBERON:head	Head	12/16/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV317	TRUE	18.22	-65.99	female
ERS1268165	Sample 1064.H.CV318 : Complete Head			4 days	nurse		UBERON:multi-cellular organism		UBERON:head	Head	7/12/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV318	FALSE	18.22	-65.99	female
ERS1268166	Sample 1064.H.CV319 : Complete Head			4 days	nurse		UBERON:multi-cellular organism		UBERON:head	Head	7/12/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV319	FALSE	18.22	-65.99	female
ERS1268167	Sample 1064.H.CV320 : Complete Head			4 days	nurse		UBERON:multi-cellular organism		UBERON:head	Head	7/12/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV320	FALSE	18.22	-65.99	female
ERS1268168	Sample 1064.H.CV321 : Complete Head			4 days	nurse		UBERON:multi-cellular organism		UBERON:head	Head	7/12/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV321	FALSE	18.22	-65.99	female
ERS1268169	Sample 1064.H.CV322 : Complete Head			4 days	nurse		UBERON:multi-cellular organism		UBERON:head	Head	7/12/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV322	FALSE	18.22	-65.99	female
ERS1268170	Sample 1064.H.CV323 : Complete Head			4 days	nurse		UBERON:multi-cellular organism		UBERON:head	Head	7/12/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV323	FALSE	18.22	-65.99	female
ERS1268171	Sample 1064.H.CV324 : Complete Head			27 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/11/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV324	TRUE	18.22	-65.99	female
ERS1268172	Sample 1064.H.CV325 : Complete Head			27 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/11/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV325	TRUE	18.22	-65.99	female
ERS1268173	Sample 1064.H.CV326 : Complete Head			27 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/11/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV326	TRUE	18.22	-65.99	female
ERS1268174	Sample 1064.H.CV327 : Complete Head			27 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/11/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV327	TRUE	18.22	-65.99	female
ERS1268175	Sample 1064.H.CV328 : Complete Head			27 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/11/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV328	TRUE	18.22	-65.99	female
ERS1268176	Sample 1064.H.CV329 : Complete Head			27 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/11/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV329	TRUE	18.22	-65.99	female
ERS1268177	Sample 1064.H.CV330 : Complete Head			26 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/11/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV330	TRUE	18.22	-65.99	female
ERS1268178	Sample 1064.H.CV331 : Complete Head			26 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/11/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV331	TRUE	18.22	-65.99	female
ERS1268179	Sample 1064.H.CV332 : Complete Head			26 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/11/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV332	TRUE	18.22	-65.99	female
ERS1268180	Sample 1064.H.CV333 : Complete Head			26 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/11/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV333	TRUE	18.22	-65.99	female
ERS1268181	Sample 1064.H.CV334 : Complete Head			26 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/11/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV334	TRUE	18.22	-65.99	female
ERS1268182	Sample 1064.H.CV335 : Complete Head			26 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/11/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV335	TRUE	18.22	-65.99	female
ERS1268183	Sample 1064.H.CV336 : Complete Head			10 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/12/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV336	FALSE	18.22	-65.99	female
ERS1268184	Sample 1064.H.CV337 : Complete Head			10 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/12/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV337	FALSE	18.22	-65.99	female
ERS1268185	Sample 1064.H.CV338 : Complete Head			10 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/12/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV338	FALSE	18.22	-65.99	female
ERS1268186	Sample 1064.H.CV339 : Complete Head			10 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/12/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV339	FALSE	18.22	-65.99	female
ERS1268187	Sample 1064.H.CV340 : Complete Head			10 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/12/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV340	FALSE	18.22	-65.99	female
ERS1268188	Sample 1064.H.CV341 : Complete Head			10 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/12/11	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV341	FALSE	18.22	-65.99	female
ERS1268189	Sample 1064.H.CV342 : Complete Head			24 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/12/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV342	TRUE	18.22	-65.99	female
ERS1268190	Sample 1064.H.CV343 : Complete Head			24 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/12/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV343	TRUE	18.22	-65.99	female
ERS1268191	Sample 1064.H.CV344 : Complete Head			24 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/12/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV344	TRUE	18.22	-65.99	female
ERS1268192	Sample 1064.H.CV345 : Complete Head			24 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/12/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV345	TRUE	18.22	-65.99	female
ERS1268193	Sample 1064.H.CV346 : Complete Head			24 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	7/12/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV346	TRUE	18.22	-65.99	female
ERS1268194	Sample 1064.H.CV43 : Complete Head			12 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	1/1/50	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV43	FALSE	18.22	-65.99	female
ERS1268195	Sample 1064.H.CV44 : Complete Head			12 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	1/1/50	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV44	FALSE	18.22	-65.99	female
ERS1268196	Sample 1064.H.CV45 : Complete Head			12 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	1/1/50	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV45	FALSE	18.22	-65.99	female
ERS1268197	Sample 1064.H.CV46 : Complete Head			12 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	1/1/50	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV46	FALSE	18.22	-65.99	female
ERS1268198	Sample 1064.H.CV47 : Complete Head			12 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	1/1/50	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV47	FALSE	18.22	-65.99	female
ERS1268199	Sample 1064.H.CV48 : Complete Head			12 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	1/1/50	FALSE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV48	FALSE	18.22	-65.99	female
ERS1268200	Sample 1064.H.CV72 : Complete Head			21 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	1/1/50	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV72	TRUE	18.22	-65.99	female
ERS1268201	Sample 1064.H.CV73 : Complete Head			21 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	1/1/50	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV73	TRUE	18.22	-65.99	female
ERS1268202	Sample 1064.H.CV74 : Complete Head			21 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	1/1/50	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV74	TRUE	18.22	-65.99	female
ERS1268203	Sample 1064.H.CV75 : Complete Head			21 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	1/1/50	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV75	TRUE	18.22	-65.99	female
ERS1268204	Sample 1064.H.CV76 : Complete Head			21 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	1/1/50	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV76	TRUE	18.22	-65.99	female
ERS1268205	Sample 1064.H.CV77 : Complete Head			21 days	worker		UBERON:multi-cellular organism		UBERON:head	Head	12/16/11	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV77	TRUE	18.22	-65.99	female
ERS1268206	Sample 1064.H.CV90 : Complete Head				drone		UBERON:multi-cellular organism		UBERON:head	Head	1/1/50	TRUE	GAZ:Puerto Rico	0	43.1		ENVO:insecta-associated habitat		honey bee	H-CV90	TRUE	18.22	-65.99	male
